Nome,Marca,EAN,Preço sem desconto,Preço no pix,Valor do desconto,Porcentagem desconto,Preço com Desconto
Dipirona Gotas 10ml Germed,Não especificada,7896004719115,7.24,"R$ 2,12 ",5.05,70% ,2.1900000000000004
20 bi com 30 cápsulas,Momenta Farma,7891317019310,224.9,"R$ 163,92 ",55.91,25% ,168.99
Colidis Gotas 10Ml,Aché,7896658028205,194.35,"R$ 175,36 ",13.57,7% ,180.78
Simbioflora 15 Saches Com 6G De Po Para Solucao De Uso Oral,Farmoquímica,7898040323806,104.49,"R$ 75,83 ",26.31,25% ,78.17999999999999
"Enterogermina 2Bcfu 5Ml, Caixa Com 10 Flaconetes Com 5Ml De Suspensao De Uso Oral",Sanofi,7891058016999,59.58,"R$ 47,43 ",10.68,18% ,48.9
Suplemento Alimentar Prolive 30 Cápsulas,Aché,7896658025112,147.62,"R$ 126,09 ",17.63,12% ,129.99
Suplemento Alimentar Probid 30 Cápsulas,Não especificada,7896637032209,126.5,"R$ 87,20 ",36.6,29% ,89.9
Probiótico Colidis Gotas 5mL,Aché,7896658027796,126.01,"R$ 92,43 ",30.72,24% ,95.29
"Enterogermina Plus 4Bcfu 5Ml, Caixa Com 5 Frascos Com 5Ml De Suspensao De Uso Oral",Sanofi,7891058020286,58.4,"R$ 50,98 ",5.84,10% ,52.56
Probiatop 30 Saches Com 1G De Po Para Solucao De Uso Oral,Farmoquímica,7898040323844,164.57,"R$ 133,08 ",27.37,17% ,137.2
Suplemento Alimentar Probians 30 Cápsulas,Apsen,7896637032223,126.5,"R$ 87,20 ",36.6,29% ,89.9
Lactofos 15saches 6gr,Não especificada,7898040325114,104.89,"R$ 89,43 ",12.69,12% ,92.2
Prolive Caixa Contendo 15 Capsulas,Aché,7896658025129,76.35,"R$ 66,73 ",7.56,10% ,68.78999999999999
Carverol 250mg 20 comprimidos,União Química,7896006201014,43.46,"R$ 31,62 ",10.86,25% ,32.6
Enterogermina Plus 10X5Ml,Sanofi,7891058022594,96.61,"R$ 84,34 ",9.66,10% ,86.95
"Provance 100.000.000Ufc, Caixa Com 30 Comprimidos Mastigaveis, Limao",Aché,7896658027819,134.33,"R$ 123,86 ",6.64,5% ,127.69000000000001
Suplemento Alimentar Biotta 25Bi 10 Cápsulas,Não especificada,7896226110349,91.52,"R$ 73,68 ",15.56,17% ,75.96
Suplemento Alimentar Probid 15 Cápsulas,Não especificada,7896637032216,71.23,"R$ 53,11 ",16.48,23% ,54.75
Florax SM Pediátrico Sabor Uva com 5 Flaconetes Hebron,Hebron,7896685303283,42.3,"R$ 35,67 ",5.53,13% ,36.769999999999996
Suplemento Alimentar ProVance Imune Suspensão Gotas 10ml,Não especificada,7896658039911,197.51,"R$ 172,43 ",19.75,10% ,177.76
Suplemento Alimentar em Pó Provance Mini 5 Sachês,Aché,7896658037061,30.24,"R$ 26,68 ",2.73,9% ,27.509999999999998
20 bi com 5 cápsulas,Momenta Farma,7891317019297,62.79,"R$ 60,91 ",0.0,0% ,62.79
Sérum Facial Ácido Hialurônico Hidraderm Ciclos - 30ml,Não especificada,7896902286030,65.29,"R$ 63,33 ",0.0,0% ,65.29
Culturelle Adulto Probiótico Saude Digestiva 10 capsulas,Não especificada,7893454714806,80.62,"R$ 63,92 ",14.72,18% ,65.9
Florastor Caixa Com 6 Saches Com 4G De Po Para Solucao De Uso Oral,União Química,7896006213178,45.49,45.49,26.27,58% ,19.220000000000002
Creme Rejuvenescedor Mantecorp Ivy C10 - 30g,Mantecorp,7891142206084,221.17,221.17,51.27,23% ,169.89999999999998
Culturelle Junior Probiotico com 30 saches,Não especificada,7893454714783,174.7,174.7,32.7,19% ,142.0
Bifilac Geflora 5Bi 14 Sticks,Não especificada,7891142206718,109.38,109.38,10.94,10% ,98.44
Lizalac 5000 FCC ALU Com 30 Saches,Dovalle,7896360001411,54.45,54.45,5.44,10% ,49.010000000000005
Ivy C Aox Gel Rejuvenescedor Facial Com 30g,Ivy C,7891142204257,254.05,254.05,0.0,0% ,254.05
Lizalac 10000 Fcc Alu 30Saches,Não especificada,EAN não informado,110.12,110.12,11.01,10% ,99.11
Simbiotil 10 sachês com 1g de pó para solução de uso oral,Farmoquímica,7898040328115,52.91,52.91,23.01,43% ,29.899999999999995
Lactoflor caixa com 15 sachês de 2g de pó para solução de uso oral,EMS,7896004761657,127.39,127.39,89.29,70% ,38.099999999999994
Biovicerin 2 Flaconetes com 5mL,Não especificada,7898100268290,15.56,15.56,0.69,4% ,14.870000000000001
Culturelle Probiotico Adulto Com 30 Capsulas,Não especificada,7893454714813,182.26,182.26,33.35,18% ,148.91
Probiótico Multi-Bi com 10 Cápsulas,Não especificada,7899420507656,91.16,91.16,0.0,0% ,91.16
Suplemento Alimentar em Pó Provance Mini 30 Sachês,Não especificada,7896658037047,112.06,112.06,8.84,8% ,103.22
Bifilac Geflora 10Bi 7 Capsulas,Não especificada,EAN não informado,91.78,91.78,28.83,31% ,62.95
"Steaton 200Mg, Caixa Com 60 Capsulas",Aché,7896658028519,166.49,"R$ 137,27 ",24.97,15% ,141.52
"Sal De Frutas Eno 2 Envelopes Com 5G De Po Efervescente De Uso Oral, Laranja",PF Consumer Healthcare,7896015560034,4.6,"R$ 4,46 ",0.0,0% ,4.6
"Sal De Frutas Eno 2 Envelopes Com 5G De Po Efervescente De Uso Oral, Tradicional",PF Consumer Healthcare,7896015560027,4.6,"R$ 4,46 ",0.0,0% ,4.6
Lufta Gastro Pro C 12 Sachet 10Ml,Não especificada,7891035650147,45.28,"R$ 39,53 ",4.53,10% ,40.75
"Orlistate Prati-Donaduzzi 120Mg, Caixa Com 84 Capsulas Duras",Prati-Donaduzzi,7899547500257,377.33,"R$ 172,03 ",199.98,53% ,177.35
"Bicarbonato De Sodio - Adv Caixa Com 10 Saches De 2,5G De Po Para Solucao Oral",ADV Farma,7896230304338,7.77,"R$ 6,78 ",0.78,10% ,6.989999999999999
Culturelle Junior 6 Saches,Não especificada,7893454714776,40.46,"R$ 31,91 ",7.56,19% ,32.9
Culturelle Junior Probiótico Saude Digestiva 10 capsulas,Não especificada,7893454714745,55.82,"R$ 44,52 ",9.92,18% ,45.9
Suplemento Alimentar Biotta 25Bi 30 Cápsulas,Não especificada,7896226110356,233.2,"R$ 203,58 ",23.32,10% ,209.88
Probiótico Enterogermina com 20 frascos de 50mL,Não especificada,7891058017002,96.0,"R$ 83,81 ",9.6,10% ,86.4
Floripa Solucao Gotas 8Ml,Não especificada,7891317011369,148.48,"R$ 120,98 ",23.76,16% ,124.71999999999998
Coristina D Pro 4 Comprimidos,Não especificada,7891142982186,12.7,"R$ 12,32 ",0.0,0% ,12.7
Culturelle Junior Probiotico com 30 comprimidos mastigaveis,Não especificada,7893454714752,164.37,164.37,36.38,22% ,127.99000000000001
Bifilac Geflora 5Bi 6 Sticks,Não especificada,7891142206701,47.84,47.84,5.25,11% ,42.59
20 bi com 10 cápsulas,Momenta Farma,7891317019303,86.32,86.32,6.92,8% ,79.39999999999999
Florastor 200mg 12 Cápsulas,União Química,7896006213161,55.96,55.96,36.97,66% ,18.990000000000002
Riopan 80mg ml + 10mg ml gel frasco com 240ml,Takeda,7896641800740,50.45,"R$ 44,53 ",4.54,9% ,45.910000000000004
"Domperidona Nova Quimica 10Mg, Caixa Com 30 Comprimidos",Nova Química,7895296048033,21.81,"R$ 17,34 ",3.93,18% ,17.88
"Epocler 100Mg Ml + 50Mg Ml + 10Mg Ml, Flaconete Com 10Ml De Solucao De Uso Oral",Cosmed,7896094912298,4.17,"R$ 4,04 ",0.0,0% ,4.17
"Epocler 100mg mL + 50mg mL + 10mg mL, caixa com 6 flaconetes com 10mL de solução de uso oral",Cosmed,7896094909182,23.6,"R$ 19,47 ",3.53,15% ,20.07
Esmalte Tratamento Sos Unhas Concreto 7Ml,Top Beauty,7899083116325,8.07,"R$ 6,97 ",0.88,11% ,7.19
"Luftal 75Mg Ml, Caixa Com 1 Frasco Gotejador Com 30Ml De Emulsao De Uso Oral",Reckitt Benckiser,7896016808302,55.9,"R$ 47,71 ",6.71,12% ,49.19
"Hidroxido De Aluminio Ems 61,5Mg Ml, Caixa Com 1 Frasco Com 240Ml De Solucao De Uso Oral",EMS,7896004701288,20.47,"R$ 19,86 ",0.0,0% ,20.47
Magnesia Bisurada 10 Comprimidos,Não especificada,7895858017415,10.98,"R$ 10,65 ",0.0,0% ,10.98
Droxaíne Suspensão Oral 240ml,Megalabs,7896026120012,43.74,"R$ 37,34 ",5.25,12% ,38.49
"Sal De Frutas Eno 2 Envelopes Com 5G De Po Efervescente De Uso Oral, Guarana",PF Consumer Healthcare,7896015517014,4.6,"R$ 4,46 ",0.0,0% ,4.6
Xantinon Complex União Química 1 Flaconete 10mL,União Química,7896006216636,3.68,"R$ 3,57 ",0.0,0% ,3.68
Digeplus 30 Comprimidos,Aché,7896658008023,55.52,"R$ 45,77 ",8.33,15% ,47.190000000000005
"Estomazil Pastilha 230Mg + 185Mg + 185Mg, Caixa Com 20 Comprimidos Mastigaveis, Abacaxi",Cosmed,7896094903753,17.65,"R$ 15,06 ",2.12,12% ,15.529999999999998
Domped 5mg ml Suspensão Oral Gotas 20ml,Não especificada,7896658028120,59.07,"R$ 48,70 ",8.86,15% ,50.21
"Sal De Frutas Eno Frasco Com 100G De Po Efervescente De Uso Oral, Laranja",PF Consumer Healthcare,7896015560331,28.91,"R$ 17,36 ",11.01,38% ,17.9
"Domperidona Comprimido Eurofarma 10Mg, Caixa Com 30 Comprimidos",Eurofarma,7891317452995,22.07,"R$ 18,62 ",2.87,13% ,19.2
Estomazil 1 Envelope Abacaxi X50,Cosmed,7896094912977,3.35,"R$ 3,25 ",0.0,0% ,3.35
Bicarbonato Sodio Farmax Pote 100 Gramas,Farmax,7896902210165,6.78,"R$ 5,92 ",0.68,10% ,6.1000000000000005
"Xantinon Complex 40Mg Ml + 53Mg Ml + 50Mg Ml, Caixa Com 1 Frasco Com 100Ml De Solucao De Uso Oral",União Química,7896006216605,17.77,"R$ 17,24 ",0.0,0% ,17.77
Estomazil Laranja 1  Envelope X50,Cosmed,7896094912991,3.35,"R$ 3,25 ",0.0,0% ,3.35
"Sal De Frutas Eno 2 Envelopes Com 5G De Po Efervescente De Uso Oral, Abacaxi",PF Consumer Healthcare,7896015521684,4.6,"R$ 4,46 ",0.0,0% ,4.6
Simeticona 125mg Biosintética 10 Cápsulas Gelatinosas Moles,Aché,7896181928676,22.54,"R$ 15,31 ",6.76,30% ,15.78
"Xantinon 100Mg + 20Mg, Caixa Com 30 Comprimidos Revestidos",União Química,7896006216483,15.66,"R$ 14,45 ",0.76,5% ,14.9
"Sal De Frutas Eno Frasco Com 100G De Po Efervescente De Uso Oral, Tradicional",PF Consumer Healthcare,7896015560300,28.91,"R$ 17,36 ",11.01,38% ,17.9
Simeticona 75mg ml Biosintética Sabor Laranja Emulsão Gotas 10ml,Biosintética - Aché,7896181928683,12.38,"R$ 12,01 ",0.0,0% ,12.38
Eparema Takeda 200mL Líquido,Cosmed,7896094922150,74.89,"R$ 72,64 ",0.0,0% ,74.89
"Mylanta Plus 80Mg Ml + 80Mg Ml + 6Mg Ml, Caixa Com 1 Frasco Com 240Ml De Suspensao De Uso Oral, Morango",Janssen-Cilag,7891268404036,56.09,"R$ 47,88 ",6.73,12% ,49.36
"Mylicon 75Mg Ml, Caixa Com 1 Frasco Gotejador Com 15Ml De Suspensao De Uso Oral",Janssen-Cilag,7896212410057,35.4,"R$ 34,34 ",0.0,0% ,35.4
Bicarbonato de Sódio Adv 100g,ADV Farma,7896230300439,9.49,"R$ 8,28 ",0.95,10% ,8.540000000000001
"Luftal 75Mg Ml, Caixa Com 1 Frasco Gotejador Com 15Ml De Emulsao De Uso Oral",Reckitt Benckiser,7896016804915,29.99,"R$ 29,09 ",0.0,0% ,29.99
Legalon Silimarina 90mg 30 drágeas,Mylan,7898560664335,148.13,"R$ 127,74 ",16.44,11% ,131.69
"Bromoprida Capsulas Medley 10Mg, Caixa Contendo 20 Capsulas Gelatinosas Duras",Medley,7896422507158,24.69,"R$ 22,03 ",1.98,8% ,22.71
Simeco Plus suspensão oral sabor hortelã 240ml,Eurofarma,7891317020101,58.4,"R$ 50,98 ",5.84,10% ,52.56
"Domperidona Comprimido Eurofarma 10 Mg, Caixa Com 60 Comprimidos",Eurofarma,7891317453008,40.57,"R$ 26,36 ",13.39,33% ,27.18
"Luftal 40Mg, Caixa Com 20 Comprimidos",Reckitt Benckiser,7896016801501,39.99,"R$ 34,91 ",4.0,10% ,35.99
Xantinon 10 Drágeas Revestidas,Não especificada,7896006216254,5.78,"R$ 5,61 ",0.0,0% ,5.78
"Gastrogel Fresh Frasco Com 240Ml De Suspensao De Uso Oral, Menta",Medquímica,7896862960261,34.0,"R$ 25,61 ",7.6,22% ,26.4
"Luftal Gel Caps 125Mg, Caixa Com 10 Capsulas Gelatinosas Moles",Reckitt Benckiser,7896016804939,27.9,"R$ 25,70 ",1.41,5% ,26.49
Simeticona 75mg ml Frasco 15ml - Cimed,Cimed,7896523212319,13.74,"R$ 12,00 ",1.37,10% ,12.370000000000001
"Domperidona Nova Quimica 10Mg, Caixa Com 60 Comprimidos",Nova Química,7895296048057,41.08,"R$ 26,69 ",13.56,33% ,27.519999999999996
Orlistate 120Mg 21Cap Prat,Prati-Donaduzzi,7899547500219,90.49,"R$ 63,20 ",25.34,28% ,65.14999999999999
"Plasil 10Mg, Caixa Com 20 Comprimidos",Sanofi,7891058059149,14.03,"R$ 11,57 ",2.1,15% ,11.93
Pepsamar 10 comprimidos mastigáveis sabor menta,Neo Química,7896714275390,7.77,"R$ 7,54 ",0.0,0% ,7.77
"Orlistate Prati-Donaduzzi 120Mg, Caixa Com 42 Capsulas Duras",Prati-Donaduzzi,7899547500233,188.71,"R$ 113,49 ",71.71,38% ,117.00000000000001
Simeticona 125mg 10 Cápsulas - Biolab,Biolab,7896112401728,13.46,"R$ 13,06 ",0.0,0% ,13.46
Gastrogel Fresh Susp 150 Ml,Medquímica,7896862960254,22.0,"R$ 18,14 ",3.3,15% ,18.7
Cera Tratamento Sos Unhas 6G,Top Beauty,7899083116363,8.65,"R$ 7,56 ",0.86,10% ,7.79
"Gastrogel Comprimido 153Mg + 200Mg + 25Mg, Caixa Com 20 Comprimidos Mastigaveis",Medquímica,7896862910136,22.33,"R$ 19,50 ",2.23,10% ,20.099999999999998
"Mylanta Plus 80Mg Ml + 80Mg Ml + 6Mg Ml, Caixa Com 1 Frasco Com 240Ml De Suspensao De Uso Oral, Menta",Janssen-Cilag,7891268404029,56.09,"R$ 47,88 ",6.73,12% ,49.36
Simeticona 40 Mg 20 Comprimidos Bio,Biosintética - Aché,7896181928669,16.61,"R$ 16,11 ",0.0,0% ,16.61
"Gotas Preciosas 0,67Ml Ml, Caixa Com 1 Frasco Com 30Ml De Solucao De Uso Oral",Kley Hertz Farmacêutica,7896331700404,57.66,"R$ 24,73 ",32.17,56% ,25.489999999999995
"Bromoprida Biosintetica 4Mg Ml, Caixa Com 1 Frasco Gotejador Com 20Ml De Solucao De Uso Oral",Biosintética - Aché,7896181913306,23.29,"R$ 19,65 ",3.03,13% ,20.259999999999998
"Sal De Frutas Eno Frasco Com 100G De Po Efervescente De Uso Oral, Abacaxi",PF Consumer Healthcare,7896015521622,28.91,"R$ 17,36 ",11.01,38% ,17.9
"Cloridrato De Metoclopramida Gotas Teuto 4Mg Ml, Caixa Com 1 Frasco Gotejador Com 10Ml De Solucao De Uso Oral",Teuto,7896112144816,6.73,"R$ 6,33 ",0.2,3% ,6.53
Simeticona 125 Mg 10 Capsulas Cimed,Não especificada,7896523226675,18.53,"R$ 8,99 ",9.26,50% ,9.270000000000001
Luftal Gel Caps 125mg 20 Cápsulas Gelatinosas Moles,Não especificada,7896222720856,53.01,"R$ 49,44 ",2.04,4% ,50.97
Magnazia Abacaxi 30 Comprimidos Mastigaveis,1Farma,7898075310192,22.14,"R$ 18,98 ",2.57,12% ,19.57
"Peridal 10Mg, Caixa Com 60 Comprimidos",Cosmed,7896714274652,52.03,"R$ 41,38 ",9.37,18% ,42.660000000000004
"Leite De Magnésia ADV Farma 8%, frasco com 100g de solução de uso oral",ADV Farma,7896230302242,8.82,"R$ 7,70 ",0.88,10% ,7.94
"Gastrol 185Mg + 231,5Mg + 178Mg, Caixa Com 20 Pastilhas",Neo Química,7896622300443,20.86,"R$ 18,12 ",2.18,10% ,18.68
"Simeticona Medley 125Mg, Caixa Com 10 Capsulas Gelatinosas Moles",Não especificada,7896422520669,23.21,"R$ 13,51 ",9.28,40% ,13.930000000000001
Simeticona Gotas 15 Ml Med Gen,Não especificada,7896422504744,16.9,"R$ 9,12 ",7.5,44% ,9.399999999999999
Forfig Silimarina 300Mg 30 Càpsulas,Não especificada,7891317014902,187.92,"R$ 154,94 ",28.19,15% ,159.73
"Forfig 200Mg, Caixa Com 60 Comprimidos Revestidos",Eurofarma,7891317023348,198.27,"R$ 171,30 ",21.67,11% ,176.60000000000002
"Motilium 10Mg, Caixa Com 30 Comprimidos",Janssen-Cilag,7896212429738,36.62,"R$ 30,20 ",5.49,15% ,31.129999999999995
Esmalte Tratamento Sos Unhas Fermento 7Ml,Top Beauty,7899083126461,8.07,"R$ 6,97 ",0.88,11% ,7.19
"Sal De Frutas Eno 2 Envelopes Com 5G De Po Efervescente De Uso Oral, Tonica",PF Consumer Healthcare,7896015593230,4.42,"R$ 4,29 ",0.0,0% ,4.42
"Frusalt 460Mg G + 100Mg G + 440Mg G, Frasco Com 100G De Po Efervescente De Uso Oral",Cimed,7896523219608,29.5,"R$ 20,33 ",8.54,29% ,20.96
Flagass Simeticona 75mg ml Gotas 10mL,Aché,7896658033094,25.31,"R$ 21,36 ",3.29,13% ,22.02
Digesan 10Mg Com 20 Capsulas,Sanofi,7897595901798,54.1,"R$ 44,61 ",8.11,15% ,45.99
Luftagastro Pro Sachê Líquido 10mL Com 12 Unidades,Não especificada,7891035650130,4.43,"R$ 4,30 ",0.0,0% ,4.43
Simeticona 125 Mg 10 Capsulas Biol,Não especificada,7896112406778,18.21,"R$ 17,66 ",0.0,0% ,18.21
Metadoxil Pidolato de Piridoxina 500mg 30 comprimidos,Não especificada,7897851220243,74.83,"R$ 61,70 ",11.22,15% ,63.61
Esmalte Tratamento Sos Unhas Ton Milagr,Top Beauty,7899083126492,8.07,"R$ 6,97 ",0.88,11% ,7.19
Digesan 4mg solução oral frasco gotejador com 20ml pediátrico,Sanofi,7897595901767,47.3,"R$ 39,00 ",7.09,15% ,40.209999999999994
"Sal De Frutas Eno 2 Envelopes Com 5G De Po Efervescente De Uso Oral, Limao",PF Consumer Healthcare,7896015518486,4.6,"R$ 4,46 ",0.0,0% ,4.6
Esmalte Tratamento Sos Unhas Dtone,Top Beauty,7899083116356,8.07,"R$ 6,97 ",0.88,11% ,7.19
Domperidona 1mg mL Suspensão Oral 100mL Medley,Eurofarma,7891317452971,51.86,"R$ 36,22 ",14.52,28% ,37.34
"Maleato De Trimebutina Althaia 200Mg, Caixa Com 30 Capsulas Gelatinosas Moles",Althaia,7898945030212,82.32,"R$ 65,48 ",14.82,18% ,67.5
"Beserol 300Mg + 125Mg + 50Mg + 30Mg, Caixa Com 30 Comprimidos",Não especificada,7896026171359,46.44,"R$ 38,29 ",6.97,15% ,39.47
Luftal 75mg ml Infantil 15ml,Não especificada,7896222720887,37.69,"R$ 34,46 ",2.16,6% ,35.53
"Sal De Frutas Eno Frasco Com 100G De Po Efervescente De Uso Oral, Guarana",PF Consumer Healthcare,7896015517045,27.67,"R$ 22,81 ",4.15,15% ,23.520000000000003
Estomazil Pó Efervescente Sabor Abacaxi Frasco 100g,Cosmed,7896094904330,26.77,"R$ 22,85 ",3.21,12% ,23.56
Peridal 10mg caixa com 30 comprimidos,Cosmed,7896714274645,27.32,"R$ 22,52 ",4.1,15% ,23.22
Luftal Infantil Simeticona Gotas 30Ml,Não especificada,7898962943144,67.85,"R$ 65,81 ",0.0,0% ,67.85
"Silimalon 100mg + 70mg, Caixa Com 30 Drageas",Zydus Nikkho,7897460401422,81.44,"R$ 67,14 ",12.22,15% ,69.22
Motilium Domperidona 10mg 60 comprimidos,Não especificada,7896212429745,69.46,"R$ 57,27 ",10.42,15% ,59.03999999999999
Epocler Todo Dia Com 30 Comprimidos,Não especificada,7896094927537,22.22,"R$ 19,40 ",2.22,10% ,20.0
Esmalte Tratamento Sos Unhas Xi Lascou,Top Beauty,7899083116349,8.07,"R$ 6,97 ",0.88,11% ,7.19
Figatil Catarinense Solução Oral 150mL,Catarinense Pharma,7896023700118,43.5,"R$ 42,20 ",0.0,0% ,43.5
Esmalte Tratamento Sos Unhas Camuflagem 7Ml,Top Beauty,7899083121794,8.07,"R$ 6,97 ",0.88,11% ,7.19
Magnazia Sabor Lima Limão 240ml,1Farma,7898075311854,35.43,"R$ 18,67 ",16.18,46% ,19.25
Sabonete Dermotivin Control foam 130ml,Não especificada,7897930761933,64.23,"R$ 62,30 ",0.0,0% ,64.23
Simeticona 125mg 10 cápsulas,EMS,7896004708652,30.55,"R$ 22,28 ",7.58,25% ,22.97
Irritratil 200mg com 60 cápsulas,Althaia,7896658038884,143.16,"R$ 120,81 ",18.61,13% ,124.55
Simeticona 125mg 10 Cápsulas Gelatinosas Biosintética,Não especificada,7895296192019,18.88,"R$ 18,31 ",0.0,0% ,18.88
Colina + Vitamina Fígaro Solução 100mL,Não especificada,7898100244935,41.7,"R$ 23,32 ",17.66,42% ,24.040000000000003
Digedrat 200Mg 30Cap,Cosmed,7896094904989,145.77,"R$ 115,44 ",26.76,18% ,119.01
Fígaro com 6 comprimidos,Não especificada,7898100244942,13.57,"R$ 8,61 ",4.69,35% ,8.879999999999999
Simeticona 40mg 20 comprimidos,Não especificada,7895296290012,15.07,"R$ 14,62 ",0.0,0% ,15.07
Estomazil Pó Efervescente Sem Sabor Frasco 100g,Cosmed,7896094904354,26.77,"R$ 22,77 ",3.3,12% ,23.47
Orlistate 120mg Neo Química 30 Cápsulas,Não especificada,7896714270913,136.88,"R$ 82,32 ",52.01,38% ,84.87
Bicarbonato de Sódio ADV Antiácido em Pó com 50g,Não especificada,7896230303454,10.1,"R$ 8,82 ",1.01,10% ,9.09
Estomazil Sem Sabor 1 Envelope X50,Cosmed,7896094912960,3.35,"R$ 3,25 ",0.0,0% ,3.35
Gastrol Laranja 1 Envelope X25,Neo Química,7896622305844,3.9,"R$ 3,78 ",0.0,0% ,3.9
"Domperidona Sanofi Medley 1Mg Ml, Caixa Com 1 Frasco Com 100Ml De Suspensao De Uso Oral + 1 Pipeta Dosadora",Medley,7896422513173,35.51,"R$ 33,41 ",1.07,3% ,34.44
"Hepa-Merz 0,6g g 10 envelopes",Não especificada,7896241245989,143.84,"R$ 118,59 ",21.58,15% ,122.26
Figatil com 20 Drageas,Catarinense Pharma,7896023700101,34.94,"R$ 33,89 ",0.0,0% ,34.94
"Eparema 103Mg Ml, Flaconete Com 10Ml De Solucao De Uso Oral, Laranja",Cosmed,7896094922358,4.67,"R$ 4,53 ",0.0,0% ,4.67
"Hepatilon 0,67Ml 10Ml, Frasco Com 150Ml De Solucao De Uso Oral",Kley Hertz Farmacêutica,7896331707144,71.73,"R$ 32,25 ",38.48,54% ,33.25000000000001
"Eparema 125Mg, Caixa Com 20 Drageas",Cosmed,7896094922167,41.79,41.79,0.0,0% ,41.79
Orlistate 120mg 84 cápsulas EMS Genérico,EMS,7896004737225,389.82,389.82,187.11,48% ,202.70999999999998
"Bromoprida Gotas Prati-Donaduzzi 4Mg Ml, Caixa Com 1 Frasco Gotejador Com 20Ml De Solucao De Uso Oral",Prati-Donaduzzi,7898148298747,21.21,21.21,1.7,8% ,19.51
"Simeticona Comprimido Ems 40Mg, Caixa Com 20 Comprimidos",EMS,7896004708973,17.36,17.36,4.34,25% ,13.02
Vitamina D Doss 1.000UI Gotas com 10mL,Não especificada,7896112401711,63.61,63.61,20.4,32% ,43.21
Bicarbonato de Sódio Farmax caixa com 80g de pó para solução de uso oral,Farmax,7896902203297,4.55,4.55,0.45,10% ,4.1
"Simeticona Legrand 40mg, caixa com 20 comprimidos",Legrand,7894916143103,16.38,16.38,5.73,35% ,10.649999999999999
"Bromoprida Comprimido Prati-Donaduzzi 10Mg, Caixa Com 20 Comprimidos",Prati-Donaduzzi,7898148298587,31.21,31.21,5.62,18% ,25.59
"Simeticona Medley 40Mg, Caixa Com 20 Comprimidos",Não especificada,7896422522823,35.17,35.17,7.03,20% ,28.14
"Dulcogas 75mg/mL, caixa com 1 frasco gotejador com 15mL de emulsão de uso oral",Sanofi,7891058022600,16.69,16.69,0.0,0% ,16.69
"Eparema 103Mg Ml, Flaconete Com 10Ml De Solucao Oral, Hortela",Cosmed,7896094922334,4.68,"R$ 4,54 ",0.0,0% ,4.68
Gastrol Abacaxi 1 Envelope X25,Neo Química,7896094918665,3.9,"R$ 3,78 ",0.0,0% ,3.9
Simeticona 75mg mL EMS Gotas 15mL,EMS,7896004705330,24.93,"R$ 12,41 ",12.14,49% ,12.79
"Orlistate Neo Quimica 120Mg, Caixa Com 42 Capsulas Gelatinosas Duras",Neo Química,7896714237497,203.95,203.95,97.9,48% ,106.04999999999998
"Pepsamar 230Mg, Caixa Com 50 Comprimidos Mastigaveis",Neo Química,7896714292144,37.64,37.64,5.65,15% ,31.990000000000002
Magnesia Bisurada 40 Pastilhas,Aspen Pharma,7895858017439,43.84,43.84,0.0,0% ,43.84
"Orlistate Neo Quimica 120Mg, Caixa Com 84 Capsulas Gelatinosas Duras",Neo Química,7896714237510,441.36,441.36,233.92,53% ,207.44000000000003
Orlistate 120mg 42 cápsulas EMS Genérico,EMS,7896004737218,194.91,194.91,83.81,43% ,111.1
Ursacol Ácido Ursodesoxicólico 150mg 30 comprimidos,Zambon,7898074618435,162.05,162.05,24.31,15% ,137.74
Lufta Gastro Pro 10Ml 150Ml,Não especificada,EAN não informado,45.35,45.35,7.31,16% ,38.04
Ursacol Ácido Ursodesoxicólico 300mg 30comp.,Zambon,7898074618442,306.54,306.54,45.98,15% ,260.56
"Frusalt 460mg/g + 100mg/g + 440mg/g, envelope com 5g de pó efervescente de uso oral",Cimed,7896523219707,1.46,1.46,0.12,8% ,1.3399999999999999
Sabonete Dermotivin Foam Salix Espuma 130ml,Não especificada,7897930762558,62.9,62.9,0.0,0% ,62.9
Simeticona gts 15ml prat gen,Não especificada,7898148290321,18.97,18.97,5.69,30% ,13.279999999999998
Orlistate 120mg 42 cápsulas Germed Genérico,Germed Pharma,7896004745626,194.92,194.92,74.07,38% ,120.85
Gastroliv Abacaxi 1 Envelope X50 FR5,Não especificada,7898158695826,3.38,3.38,0.63,19% ,2.75
VonauGasMax 250mg 10 Cápsulas Moles Geolab,Não especificada,7896112407171,32.0,32.0,5.88,18% ,26.12
Frutaxx Efervecente 5G Com 1 Sachê Sabor Abacaxi,União Química,7896006214915,2.39,2.39,0.0,0% ,2.39
Extrato de Própolis Propomune Xarope 150mL,Não especificada,7898593050952,38.0,38.0,8.02,21% ,29.98
Esmalte Tratamento Sos Unhas Sara Bifinho,Top Beauty,7899083121770,7.22,7.22,1.23,17% ,5.99
"Simeticona Medquímica 125mg, caixa com 10 cápsulas",Medquímica,7896862970802,17.0,17.0,6.46,38% ,10.54
Simeticona 125mg 10 cápsulas Cimed Genérico,União Química,7896006214441,17.88,17.88,8.06,45% ,9.819999999999999
Motilium 1mg Suspensão 100mL,Janssen-Cilag,7896212414468,87.17,87.17,13.08,15% ,74.09
Gelmax 178 mg + 185 mg + 230 mg pastilha  24 Comprimidos,EMS,7896004817460,26.07,26.07,2.27,9% ,23.8
