"id","cfop","cfop_descr","cfop_descricao_movimento","cfop_ext","classificacao","descricao","grupo","operacao_saida_icms","origem_destino","sub_grupo","tipo","tipo_operacao","classificacao_adicional","modulo_de_compras","compras_transf","tipo_icms","custo"
"3102","3102","3102 | Compra para comercialização                                                                               ","3102 | Compra para comercialização | Importação                                                                                     ","102",Revenda,Compra para comercialização                                                                               ,Entradas Ou Aquisições De Serviços Do Exterior,"",Importação,"Compras Para Industrialização, produção rural, Comercialização Ou Prestação De Serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"5402","5402","5402 | Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto          ","5402 | Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto | Dentro do estado          ","402",Venda de produção - com ST,"Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto          ",Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6116","6116","6116 | Venda de produção do estabelecimento originada de encomenda para entrega futura                           ","6116 | Venda de produção do estabelecimento originada de encomenda para entrega futura | Interestadual                              ","116",Venda de produção,Venda de produção do estabelecimento originada de encomenda para entrega futura                           ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"6665","6665","6665 | Retorno simbólico de combustível ou lubrificante recebido para armazenagem                                ","6665 | Retorno simbólico de combustível ou lubrificante recebido para armazenagem | Interestadual                                   ","665",Armazenagem,Retorno simbólico de combustível ou lubrificante recebido para armazenagem                                ,Saídas Ou Prestações De Serviços Para Outros Estados,Outras,Interestadual,"Saídas de Combustíveis, derivados ou não de petróleo e lubrificantes",Mercadoria,Saídas,"",Não,Não,Débito,Não
"1121","1121","1121 | Compra para comercialização, em venda à ordem, já recebida do vendedor remetente                          ","1121 | Compra para comercialização, em venda à ordem, já recebida do vendedor remetente | Dentro do estado                          ","121",Revenda,"Compra para comercialização, em venda à ordem, já recebida do vendedor remetente                          ",Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Compras para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"1909","1909","1909 | Retorno de bem remetido por conta de contrato de comodato ou locação                                                 ","1909 | Retorno de bem remetido por conta de contrato de comodato | Dentro do estado                                                 ","909",Comodato,Retorno de bem remetido por conta de contrato de comodato ou locação                                                 ,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
"2552","2552","2552 | Transferência de bem do ativo imobilizado                                                                 ","2552 | Transferência de bem do ativo imobilizado | Interestadual                                                                    ","552",Transferência - ativo imobilizado,Transferência de bem do ativo imobilizado                                                                 ,Entradas Ou Aquisições De Serviços De Outros Estados,"",Interestadual,Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo,Mercadoria,Entradas,"",Sim,Transferência,Crédito,Não
"5124","5124","5124 | Industrialização efetuada para outra empresa                                                              ","5124 | Industrialização efetuada para outra empresa | Dentro do estado                                                              ","124",Industrialização por encomenda,Industrialização efetuada para outra empresa                                                              ,Saídas Ou Prestações De Serviços Para O Estado,Receita,Dentro do estado,Vendas De Produção Própria Ou De Terceiros,Mercadoria,Saídas,Receita,Não,Não,Débito,Não
"5901","5901","5901 | Remessa para industrialização por encomenda                                                               ","5901 | Remessa para industrialização por encomenda | Dentro do estado                                                               ","901",Remessa para industrialização por encomenda,Remessa para industrialização por encomenda                                                               ,Saídas Ou Prestações De Serviços Para O Estado,Outras,Dentro do estado,Outras Saídas De Mercadorias Ou Prestações De Serviços,Mercadoria,Saídas,"",Não,Não,Débito,Não
"6356","6356","6356 | Prestação de serviço de transporte a estabelecimento de produtor rural                                    ","6356 | Prestação de serviço de transporte a estabelecimento de produtor rural | Interestadual                                       ","356",Serviço de transporte,Prestação de serviço de transporte a estabelecimento de produtor rural                                    ,Saídas Ou Prestações De Serviços Para Outros Estados,Receita,Interestadual,Prestações De Serviços De Transporte,Transporte,Saídas,Receita,Não,Não,Débito,Não
"7501","7501","7501 | Exportação de mercadorias recebidas com fim específico de exportação                                      ","7501 | Exportação de mercadorias recebidas com fim específico de exportação | Exportação                                            ","501",Revenda,Exportação de mercadorias recebidas com fim específico de exportação                                      ,Saídas Ou Prestações De Serviços Para O Exterior,Receita,Exportação,Exportação de Mercadorias recebidas com fim específico de ex-exportação,Mercadoria,Saídas,Receita,Não,Não,Débito,Sim
"1122","1122","1122 | Compra para industrialização em que a mercadoria foi remetida pelo fornecedor ao industrializador sem transitar pelo estabelecimento adquirente","1122 | Compra para industrialização em que a mercadoria foi remetida pelo fornecedor ao industrializador sem transitar pelo estabelecimento adquirente | Dentro do estado     ","122",Insumo,Compra para industrialização em que a mercadoria foi remetida pelo fornecedor ao industrializador sem transitar pelo estabelecimento adquirente,Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,"Compras para Industrialização, produção rural, comercialização ou prestação de serviços",Mercadoria,Entradas,"",Sim,Compra,Crédito,Sim
"1910","1910","1910 | Entrada de bonificação, doação ou brinde                                                                  ","1910 | Entrada de bonificação, doação ou brinde | Dentro do estado                                                                  ","910","Bonificação, doação ou brinde","Entrada de bonificação, doação ou brinde                                                                  ",Entradas Ou Aquisições De Serviços Do Estado,"",Dentro do estado,Outras Entradas De Mercadorias Ou Aquisições De Serviços,Mercadoria,Entradas,"",Não,Não,Crédito,Não
