"nf_key","_id","cnpj","branch_name","sped_competence","rown"
"35221209017661000609550010000575401401840556","46f4fa82-f381-4e73-9a07-b2e4a2c10d00","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35221109017661000609550010000497811091138226","16fa7d7a-1c21-4a06-842b-873d41d6ed2f","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220909017661000609550010000460981017986865","57c966d0-722b-449b-9f11-c0d57d6dadeb","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2022",1
"35220709017661000609550010000424611026767921","703ffcee-cf68-4724-8c6b-feb66ede439a","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35221209017661000609550010000550811003558296","18948c63-ba69-451b-950f-ad01c5a7618f","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35220909017661000609550010000465291039312913",c68ddfae-ffaa-4fc5-8a65-1efae9d9fff2,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2022",1
"35230909017661000528550980000008791234874860","7e352e7c-2269-494a-9836-72116e1a7f6a","09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2023",1
"35221109017661000609550010000505881032815813",ca37e589-add9-4ece-99f2-93204b62e695,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221209017661000609550010000575111500016442","3b88f58a-63d3-4089-91c7-0044d70fb28f","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35220809017661000609550010000456271056481968","49bc8d7c-483d-4af0-bb9b-a74cff34dba9","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"08/2022",1
"35221109017661000609550010000530131072347913",d907b80b-3f2c-4a15-b96c-bac5725684c3,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35230909017661000528550970000001621367285340","437b2ac8-dff2-447a-989a-133a5026c1cf","09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2023",1
"35220709017661000609550010000408291073995345",aaddbc2c-31fa-46b6-ac8d-152b9c8397ac,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35220709017661000609550010000412191074466600","60fab5d0-7c47-4cbc-9e06-52c2628ee715","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35220809017661000609550010000434001040052783","4ffa3e28-b030-4640-bb40-ee577eaee7cf","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"08/2022",1
"35221109017661000609550980000000231044589000","095f0ab0-9a8d-4af2-9f97-4503d9e708ad","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220709017661000609550010000428351068416444",f0fbe551-d07f-4631-862b-fd1ab773b840,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35221209017661000609550010000555641089689544","95837cbd-720e-4c29-a367-9e82d1f773ac","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35230909017661000528550980000008761286949028","04f1e959-c5ae-46a3-aa38-cd9dc24e8255","09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2023",1
"35221209017661000609550010000565281205798454","825ba71b-2d41-42e4-aee5-0dc0300d01b4","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35220709017661000609550010000418261082797553","74522c3a-b963-4f1f-85ed-79416f7c7240","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35221209017661000609550010000553161070968261",df6ef227-bd9b-4d95-b94d-3b2375dec9be,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35220909017661000609550010000466491004777233","2a89ffe5-0f1c-49f1-a85d-2bf8e282c25c","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2022",1
"35221109017661000609550010000505031022123881","53d2948d-ca90-4720-8f37-e9c8521572ac","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221209017661000609550010000553191095884594",aef117ef-94bc-4c20-83a3-be1587b422cf,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35220909017661000609550010000460241077910900","4bfc3d38-874c-4971-a476-e17f1b8c0f07","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2022",1
"35230409017661000528550050000000401027476252","526abc5a-77f5-445e-a1e4-91e0a7d12733","09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"04/2023",1
"35221109017661000609550010000527761061204710",a57f99d9-19aa-4a65-b13e-7bc760f43251,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221109017661000609550010000525551080647966","6af70ddf-21c4-409f-8454-2cd179040b6f","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35221109017661000609550010000512321092665063",b9d64275-284d-465d-b660-30b9e796cee0,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220709017661000609550010000420091027889620",ca9d241a-2f08-44d7-8fd2-384d3dcf5003,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35221109017661000609550010000511361032148228","71551892-4c15-4f8a-ab54-06ac379caccb","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220709017661000609550010000425261085222118","195c49a2-8af5-4cb8-bcd1-8f7d45988b8e","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35221209017661000609550010000563911589588489",e1cf6d08-a267-4239-a53d-3256f591f846,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
"35221109017661000609550010000528041077145723","37584070-977c-4545-a2f0-4b780c2a9234","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"11/2022",1
"35220809017661000609550010000448591077850270","30c59002-3744-4db6-aea0-f9509bb21578","09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"08/2022",1
"35230909017661000528550980000009221127532542",dded9f79-9b4e-46b6-b4de-855a79ea7d2c,"09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"09/2023",1
"35230809017661000528550040000040881331866677",f0144891-96b3-44c9-aa6a-cf890b695502,"09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"08/2023",1
"35231209017661000528550010000121651243606409","824139ff-1460-436b-98ec-76ea46443135","09017661000528",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2023",1
"35220709017661000609550010000431161081971708",bb81141a-d375-41a9-b8a1-511733889d0d,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"07/2022",1
"35221209017661000609550010000557151070816555",d5804a91-15d8-4f08-bb6c-51bed699f230,"09017661000609",TORRES COMERCIO DE CALCADOS - EIRELI,"12/2022",1
