"cfop","cst","descr_resumida","descr","chave","icms","cst_descr","numeracao"
"2111","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","2111120",Sim,"120|Redução BC - Importado","21"
"2202","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","2202120",Sim,"120|Redução BC - Importado","21"
"2302","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","2302120",Não,"120|Redução BC - Importado","21"
"2409","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","2409120",Não,"120|Redução BC - Importado","21"
"2557","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","2557120",Não,"120|Redução BC - Importado","21"
"2905","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","2905120",Não,"120|Redução BC - Importado","21"
"2921","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","2921120",Não,"120|Redução BC - Importado","21"
"3206","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","3206120",Sim,"120|Redução BC - Importado","21"
"3652","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","3652120",Sim,"120|Redução BC - Importado","21"
"5115","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","5115120",Sim,"120|Redução BC - Importado","21"
"5202","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","5202120",Sim,"120|Redução BC - Importado","21"
"5302","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","5302120",Sim,"120|Redução BC - Importado","21"
"5402","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","5402120",Sim,"120|Redução BC - Importado","21"
"5505","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","5505120",Não,"120|Redução BC - Importado","21"
"5654","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","5654120",Sim,"120|Redução BC - Importado","21"
"5904","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","5904120",Sim,"120|Redução BC - Importado","21"
"5920","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","5920120",Não,"120|Redução BC - Importado","21"
"6103","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","6103120",Sim,"120|Redução BC - Importado","21"
"6119","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","6119120",Sim,"120|Redução BC - Importado","21"
"6208","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","6208120",Sim,"120|Redução BC - Importado","21"
"6306","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","6306120",Sim,"120|Redução BC - Importado","21"
"6410","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","6410120",Sim,"120|Redução BC - Importado","21"
"6556","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","6556120",Não,"120|Redução BC - Importado","21"
"6664","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","6664120",Não,"120|Redução BC - Importado","21"
"6914","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","6914120",Não,"120|Redução BC - Importado","21"
"6949","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","6949120",Checar,"120|Redução BC - Importado","21"
"7501","120",Redução BC - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Com redução de base de cálculo","7501120",Não,"120|Redução BC - Importado","21"
"1121","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1121130",Não,"130|Isento ou NT com ST - Importado","22"
"1207","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1207130",Não,"130|Isento ou NT com ST - Importado","22"
"1351","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1351130",Não,"130|Isento ou NT com ST - Importado","22"
"1415","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1415130",Não,"130|Isento ou NT com ST - Importado","22"
"1602","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1602130",Não,"130|Isento ou NT com ST - Importado","22"
"1904","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1904130",Não,"130|Isento ou NT com ST - Importado","22"
"1920","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","1920130",Não,"130|Isento ou NT com ST - Importado","22"
"2117","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2117130",Não,"130|Isento ou NT com ST - Importado","22"
"2205","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2205130",Não,"130|Isento ou NT com ST - Importado","22"
"2305","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2305130",Não,"130|Isento ou NT com ST - Importado","22"
"2414","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2414130",Não,"130|Isento ou NT com ST - Importado","22"
"2652","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2652130",Não,"130|Isento ou NT com ST - Importado","22"
"2908","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2908130",Não,"130|Isento ou NT com ST - Importado","22"
"2924","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","2924130",Não,"130|Isento ou NT com ST - Importado","22"
"3251","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","3251130",Não,"130|Isento ou NT com ST - Importado","22"
"3949","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","3949130",Não,"130|Isento ou NT com ST - Importado","22"
"5118","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5118130",Não,"130|Isento ou NT com ST - Importado","22"
"5207","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5207130",Não,"130|Isento ou NT com ST - Importado","22"
"5305","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5305130",Não,"130|Isento ou NT com ST - Importado","22"
"5408","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5408130",Não,"130|Isento ou NT com ST - Importado","22"
"5553","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5553130",Não,"130|Isento ou NT com ST - Importado","22"
"5657","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5657130",Não,"130|Isento ou NT com ST - Importado","22"
"5907","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5907130",Não,"130|Isento ou NT com ST - Importado","22"
"5923","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","5923130",Não,"130|Isento ou NT com ST - Importado","22"
"6106","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","6106130",Não,"130|Isento ou NT com ST - Importado","22"
"6123","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","6123130",Não,"130|Isento ou NT com ST - Importado","22"
"6251","130",Isento ou NT com ST - Importado,"Estrangeira - Importação direta, exceto a indicada no código 6 da Tabela A - Isenta ou não tributada e com cobrança do ICMS por substituição tributária","6251130",Não,"130|Isento ou NT com ST - Importado","22"
